Bihar (BR),Siwan,food,5
Rajasthan (RJ),Nagaur,telecom,1
Rajasthan (RJ),Nagaur,tourism,4
Rajasthan (RJ),Nagaur,pharmaceutical,5
Rajasthan (RJ),Nagaur,automobile,5
Rajasthan (RJ),Nagaur,textile,1
Rajasthan (RJ),Nagaur,food,4
Kerala (KL),Thiruvananthapuram,telecom,3
Kerala (KL),Thiruvananthapuram,tourism,5
Kerala (KL),Thiruvananthapuram,pharmaceutical,5
Kerala (KL),Thiruvananthapuram,automobile,2
Kerala (KL),Thiruvananthapuram,textile,3
Kerala (KL),Thiruvananthapuram,food,5
Kerala (KL),Ernakulam,telecom,1
Kerala (KL),Ernakulam,tourism,2
Kerala (KL),Ernakulam,pharmaceutical,4
Kerala (KL),Ernakulam,automobile,5
Kerala (KL),Ernakulam,textile,3
Kerala (KL),Ernakulam,food,3
Bihar (BR),Purnia,telecom,1
Bihar (BR),Purnia,tourism,3
Bihar (BR),Purnia,pharmaceutical,2
Bihar (BR),Purnia,automobile,1
Bihar (BR),Purnia,textile,3
Bihar (BR),Purnia,food,5
Madhya Pradesh (MP),Indore,telecom,4
Madhya Pradesh (MP),Indore,tourism,4
Madhya Pradesh (MP),Indore,pharmaceutical,4
Madhya Pradesh (MP),Indore,automobile,1
Madhya Pradesh (MP),Indore,textile,4
Madhya Pradesh (MP),Indore,food,5
Uttar Pradesh (UP),Barabanki,telecom,5
Uttar Pradesh (UP),Barabanki,tourism,1
Uttar Pradesh (UP),Barabanki,pharmaceutical,3
Uttar Pradesh (UP),Barabanki,automobile,5
Uttar Pradesh (UP),Barabanki,textile,5
Uttar Pradesh (UP),Barabanki,food,2
Uttar Pradesh (UP),Ballia,telecom,5
Uttar Pradesh (UP),Ballia,tourism,3
Uttar Pradesh (UP),Ballia,pharmaceutical,4
Uttar Pradesh (UP),Ballia,automobile,5
Uttar Pradesh (UP),Ballia,textile,4
Uttar Pradesh (UP),Ballia,food,4
Uttar Pradesh (UP),Pratapgarh,telecom,3
Uttar Pradesh (UP),Pratapgarh,tourism,2
Uttar Pradesh (UP),Pratapgarh,pharmaceutical,5
Uttar Pradesh (UP),Pratapgarh,automobile,3
Uttar Pradesh (UP),Pratapgarh,textile,3
Uttar Pradesh (UP),Pratapgarh,food,4
Gujarat (GJ),Rajkot,telecom,5
Gujarat (GJ),Rajkot,tourism,1
Gujarat (GJ),Rajkot,pharmaceutical,1
Gujarat (GJ),Rajkot,automobile,5
Gujarat (GJ),Rajkot,textile,5
Gujarat (GJ),Rajkot,food,5
Maharashtra (MH),Mumbai City,telecom,3
Maharashtra (MH),Mumbai City,tourism,3
Maharashtra (MH),Mumbai City,pharmaceutical,1
Maharashtra (MH),Mumbai City,automobile,2
Maharashtra (MH),Mumbai City,textile,1
Maharashtra (MH),Mumbai City,food,2
Gujarat (GJ),Banaskantha,telecom,4
Gujarat (GJ),Banaskantha,tourism,1
Gujarat (GJ),Banaskantha,pharmaceutical,5
Gujarat (GJ),Banaskantha,automobile,1
Gujarat (GJ),Banaskantha,textile,5
Gujarat (GJ),Banaskantha,food,4
Uttar Pradesh (UP),Unnao,telecom,5
Uttar Pradesh (UP),Unnao,tourism,3
Uttar Pradesh (UP),Unnao,pharmaceutical,4
Uttar Pradesh (UP),Unnao,automobile,4
Uttar Pradesh (UP),Unnao,textile,1
Uttar Pradesh (UP),Unnao,food,4
Kerala (KL),Thrissur,telecom,4
Kerala (KL),Thrissur,tourism,5
Kerala (KL),Thrissur,pharmaceutical,3
Kerala (KL),Thrissur,automobile,4
Kerala (KL),Thrissur,textile,3
Kerala (KL),Thrissur,food,5
Uttar Pradesh (UP),Deoria,telecom,1
Uttar Pradesh (UP),Deoria,tourism,3
Uttar Pradesh (UP),Deoria,pharmaceutical,2
Uttar Pradesh (UP),Deoria,automobile,5
Uttar Pradesh (UP),Deoria,textile,5
Uttar Pradesh (UP),Deoria,food,3
Kerala (KL),Kozhikode,telecom,4
Kerala (KL),Kozhikode,tourism,3
Kerala (KL),Kozhikode,pharmaceutical,5
Kerala (KL),Kozhikode,automobile,2
Kerala (KL),Kozhikode,textile,4
Kerala (KL),Kozhikode,food,1
Tamil Nadu (TN),Tirunelveli,telecom,4
Tamil Nadu (TN),Tirunelveli,tourism,1
Tamil Nadu (TN),Tirunelveli,pharmaceutical,5
Tamil Nadu (TN),Tirunelveli,automobile,5
Tamil Nadu (TN),Tirunelveli,textile,2
Tamil Nadu (TN),Tirunelveli,food,4
Bihar (BR),Katihar,telecom,2
Bihar (BR),Katihar,tourism,4
Bihar (BR),Katihar,pharmaceutical,5
Bihar (BR),Katihar,automobile,2
Bihar (BR),Katihar,textile,1
Bihar (BR),Katihar,food,2
Rajasthan (RJ),Udaipur,telecom,5
Rajasthan (RJ),Udaipur,tourism,2
Rajasthan (RJ),Udaipur,pharmaceutical,5
Rajasthan (RJ),Udaipur,automobile,3
Rajasthan (RJ),Udaipur,textile,4
Rajasthan (RJ),Udaipur,food,1
Bihar (BR),Bhagalpur,telecom,3
Bihar (BR),Bhagalpur,tourism,3
Bihar (BR),Bhagalpur,pharmaceutical,4
Bihar (BR),Bhagalpur,automobile,2
Bihar (BR),Bhagalpur,textile,2
Bihar (BR),Bhagalpur,food,5
Telangana (TS),Medak,telecom,4
Telangana (TS),Medak,tourism,5
Telangana (TS),Medak,pharmaceutical,4
Telangana (TS),Medak,automobile,5
Telangana (TS),Medak,textile,4
Telangana (TS),Medak,food,3
Maharashtra (MH),Satara,telecom,4
Maharashtra (MH),Satara,tourism,5
Maharashtra (MH),Satara,pharmaceutical,3
Maharashtra (MH),Satara,automobile,3
Maharashtra (MH),Satara,textile,3
Maharashtra (MH),Satara,food,4
Uttar Pradesh (UP),Shahjahanpur,telecom,4
Uttar Pradesh (UP),Shahjahanpur,tourism,4
Uttar Pradesh (UP),Shahjahanpur,pharmaceutical,3
Uttar Pradesh (UP),Shahjahanpur,automobile,2
Uttar Pradesh (UP),Shahjahanpur,textile,1
Uttar Pradesh (UP),Shahjahanpur,food,3
West Bengal (WB),Uttar Dinajpur,telecom,4
West Bengal (WB),Uttar Dinajpur,tourism,1
West Bengal (WB),Uttar Dinajpur,pharmaceutical,3
West Bengal (WB),Uttar Dinajpur,automobile,4
West Bengal (WB),Uttar Dinajpur,textile,5
West Bengal (WB),Uttar Dinajpur,food,3
Karnataka (KA),Mysore,telecom,4
Karnataka (KA),Mysore,tourism,5
Karnataka (KA),Mysore,pharmaceutical,3
Karnataka (KA),Mysore,automobile,3
Karnataka (KA),Mysore,textile,2
Karnataka (KA),Mysore,food,1
Andhra Pradesh (AP),Sri Potti Sriramulu Nellore,telecom,2
Andhra Pradesh (AP),Sri Potti Sriramulu Nellore,tourism,2
Andhra Pradesh (AP),Sri Potti Sriramulu Nellore,pharmaceutical,1
Andhra Pradesh (AP),Sri Potti Sriramulu Nellore,automobile,2
Andhra Pradesh (AP),Sri Potti Sriramulu Nellore,textile,5
Andhra Pradesh (AP),Sri Potti Sriramulu Nellore,food,2
Bihar (BR),Rohtas,telecom,1
Bihar (BR),Rohtas,tourism,3
Bihar (BR),Rohtas,pharmaceutical,4
Bihar (BR),Rohtas,automobile,3
Bihar (BR),Rohtas,textile,3
Bihar (BR),Rohtas,food,3
Bihar (BR),Begusarai,telecom,3
Bihar (BR),Begusarai,tourism,4
Bihar (BR),Begusarai,pharmaceutical,4
Bihar (BR),Begusarai,automobile,5
Bihar (BR),Begusarai,textile,2
Bihar (BR),Begusarai,food,5
West Bengal (WB),Purulia,telecom,1
West Bengal (WB),Purulia,tourism,2
West Bengal (WB),Purulia,pharmaceutical,5
West Bengal (WB),Purulia,automobile,2
West Bengal (WB),Purulia,textile,4
West Bengal (WB),Purulia,food,1
Jharkhand (JH),Ranchi,telecom,1
Jharkhand (JH),Ranchi,tourism,3
Jharkhand (JH),Ranchi,pharmaceutical,4
Jharkhand (JH),Ranchi,automobile,2
Jharkhand (JH),Ranchi,textile,3
Jharkhand (JH),Ranchi,food,3
Punjab (PB),Patiala,telecom,1
Punjab (PB),Patiala,tourism,5
Punjab (PB),Patiala,pharmaceutical,1
Punjab (PB),Patiala,automobile,5
Punjab (PB),Patiala,textile,2
Punjab (PB),Patiala,food,4
Maharashtra (MH),Amravati,telecom,4
Maharashtra (MH),Amravati,tourism,2
Maharashtra (MH),Amravati,pharmaceutical,2
Maharashtra (MH),Amravati,automobile,3
Maharashtra (MH),Amravati,textile,3
Maharashtra (MH),Amravati,food,2
Andhra Pradesh (AP),Kadapa,telecom,5
Andhra Pradesh (AP),Kadapa,tourism,2
Andhra Pradesh (AP),Kadapa,pharmaceutical,2
Andhra Pradesh (AP),Kadapa,automobile,1
Andhra Pradesh (AP),Kadapa,textile,3
Andhra Pradesh (AP),Kadapa,food,5
Gujarat (GJ),Bhavnagar,telecom,1
Gujarat (GJ),Bhavnagar,tourism,1
Gujarat (GJ),Bhavnagar,pharmaceutical,3
Gujarat (GJ),Bhavnagar,automobile,1
Gujarat (GJ),Bhavnagar,textile,3
Gujarat (GJ),Bhavnagar,food,3
Bihar (BR),Nalanda,telecom,4
Bihar (BR),Nalanda,tourism,4
Bihar (BR),Nalanda,pharmaceutical,1
Bihar (BR),Nalanda,automobile,5
Bihar (BR),Nalanda,textile,1
Bihar (BR),Nalanda,food,3
Tamil Nadu (TN),Kanyakumari,telecom,3
Tamil Nadu (TN),Kanyakumari,tourism,1
Tamil Nadu (TN),Kanyakumari,pharmaceutical,3
Tamil Nadu (TN),Kanyakumari,automobile,1
Tamil Nadu (TN),Kanyakumari,textile,5
Tamil Nadu (TN),Kanyakumari,food,2
Assam (AS),Nagaon,telecom,5
Assam (AS),Nagaon,tourism,4
Assam (AS),Nagaon,pharmaceutical,4
Assam (AS),Nagaon,automobile,4
Assam (AS),Nagaon,textile,4
Assam (AS),Nagaon,food,4
West Bengal (WB),Cooch Behar,telecom,3
West Bengal (WB),Cooch Behar,tourism,5
West Bengal (WB),Cooch Behar,pharmaceutical,2
West Bengal (WB),Cooch Behar,automobile,2
West Bengal (WB),Cooch Behar,textile,2
West Bengal (WB),Cooch Behar,food,4
Maharashtra (MH),Sangli,telecom,3
Maharashtra (MH),Sangli,tourism,1
Maharashtra (MH),Sangli,pharmaceutical,3
Maharashtra (MH),Sangli,automobile,4
Maharashtra (MH),Sangli,textile,3
Maharashtra (MH),Sangli,food,1
Kerala (KL),Palakkad,telecom,2
Kerala (KL),Palakkad,tourism,1
Kerala (KL),Palakkad,pharmaceutical,3
Kerala (KL),Palakkad,automobile,2
Kerala (KL),Palakkad,textile,4
Kerala (KL),Palakkad,food,2
Bihar (BR),Araria,telecom,5
Bihar (BR),Araria,tourism,1
Bihar (BR),Araria,pharmaceutical,4
Bihar (BR),Araria,automobile,2
Bihar (BR),Araria,textile,1
Bihar (BR),Araria,food,1
Telangana (TS),Khammam,telecom,1
Telangana (TS),Khammam,tourism,1
Telangana (TS),Khammam,pharmaceutical,5
Telangana (TS),Khammam,automobile,5
Telangana (TS),Khammam,textile,2
Telangana (TS),Khammam,food,5
Maharashtra (MH),Yavatmal,telecom,2
Maharashtra (MH),Yavatmal,tourism,3
Maharashtra (MH),Yavatmal,pharmaceutical,4
Maharashtra (MH),Yavatmal,automobile,4
Maharashtra (MH),Yavatmal,textile,1
Maharashtra (MH),Yavatmal,food,2
Gujarat (GJ),Junagadh,telecom,2
Gujarat (GJ),Junagadh,tourism,5
Gujarat (GJ),Junagadh,pharmaceutical,5
Gujarat (GJ),Junagadh,automobile,4
Gujarat (GJ),Junagadh,textile,1
Gujarat (GJ),Junagadh,food,3
Telangana (TS),Adilabad,telecom,4
Telangana (TS),Adilabad,tourism,4
Telangana (TS),Adilabad,pharmaceutical,5
Telangana (TS),Adilabad,automobile,3
Telangana (TS),Adilabad,textile,3
Telangana (TS),Adilabad,food,4
Delhi (DL),South Delhi,telecom,5
Delhi (DL),South Delhi,tourism,5
Delhi (DL),South Delhi,pharmaceutical,2
Delhi (DL),South Delhi,automobile,5
Delhi (DL),South Delhi,textile,2
Delhi (DL),South Delhi,food,1
Bihar (BR),Bhojpur,telecom,2
Bihar (BR),Bhojpur,tourism,4
Bihar (BR),Bhojpur,pharmaceutical,1
Bihar (BR),Bhojpur,automobile,3
Bihar (BR),Bhojpur,textile,2
Bihar (BR),Bhojpur,food,3
Tamil Nadu (TN),Tiruchirappalli,telecom,3
Tamil Nadu (TN),Tiruchirappalli,tourism,5
Tamil Nadu (TN),Tiruchirappalli,pharmaceutical,3
Tamil Nadu (TN),Tiruchirappalli,automobile,3
Tamil Nadu (TN),Tiruchirappalli,textile,5
Tamil Nadu (TN),Tiruchirappalli,food,5
Andhra Pradesh (AP),Srikakulam,telecom,2
Andhra Pradesh (AP),Srikakulam,tourism,2
Andhra Pradesh (AP),Srikakulam,pharmaceutical,4
Andhra Pradesh (AP),Srikakulam,automobile,4
Andhra Pradesh (AP),Srikakulam,textile,2
Andhra Pradesh (AP),Srikakulam,food,4
Jharkhand (JH),Dhanbad,telecom,5
Jharkhand (JH),Dhanbad,tourism,2
Jharkhand (JH),Dhanbad,pharmaceutical,2
Jharkhand (JH),Dhanbad,automobile,4
Jharkhand (JH),Dhanbad,textile,3
Jharkhand (JH),Dhanbad,food,4
Karnataka (KA),Tumkur,telecom,3
Karnataka (KA),Tumkur,tourism,4
Karnataka (KA),Tumkur,pharmaceutical,3
Karnataka (KA),Tumkur,automobile,5
Karnataka (KA),Tumkur,textile,4
Karnataka (KA),Tumkur,food,4
Rajasthan (RJ),Sikar,telecom,1
Rajasthan (RJ),Sikar,tourism,3
Rajasthan (RJ),Sikar,pharmaceutical,4
Rajasthan (RJ),Sikar,automobile,3
Rajasthan (RJ),Sikar,textile,4
Rajasthan (RJ),Sikar,food,2
Uttar Pradesh (UP),Maharajganj,telecom,1
Uttar Pradesh (UP),Maharajganj,tourism,2
Uttar Pradesh (UP),Maharajganj,pharmaceutical,2
Uttar Pradesh (UP),Maharajganj,automobile,3
Uttar Pradesh (UP),Maharajganj,textile,1
Uttar Pradesh (UP),Maharajganj,food,5
Chhattisgarh (CG),Bilaspur,telecom,1
Chhattisgarh (CG),Bilaspur,tourism,3
Chhattisgarh (CG),Bilaspur,pharmaceutical,2
Chhattisgarh (CG),Bilaspur,automobile,3
Chhattisgarh (CG),Bilaspur,textile,1
Chhattisgarh (CG),Bilaspur,food,4
Maharashtra (MH),Raigad,telecom,3
Maharashtra (MH),Raigad,tourism,3
Maharashtra (MH),Raigad,pharmaceutical,3
Maharashtra (MH),Raigad,automobile,2
Maharashtra (MH),Raigad,textile,5
Maharashtra (MH),Raigad,food,3
Uttar Pradesh (UP),Fatehpur,telecom,1
Uttar Pradesh (UP),Fatehpur,tourism,2
Uttar Pradesh (UP),Fatehpur,pharmaceutical,2
Uttar Pradesh (UP),Fatehpur,automobile,3
Uttar Pradesh (UP),Fatehpur,textile,3
Uttar Pradesh (UP),Fatehpur,food,1
Kerala (KL),Kollam,telecom,2
Kerala (KL),Kollam,tourism,4
Kerala (KL),Kollam,pharmaceutical,3
Kerala (KL),Kollam,automobile,5
Kerala (KL),Kollam,textile,4
Kerala (KL),Kollam,food,3
Odisha (OD),Cuttack,telecom,2
Odisha (OD),Cuttack,tourism,5
Odisha (OD),Cuttack,pharmaceutical,1
Odisha (OD),Cuttack,automobile,4
Odisha (OD),Cuttack,textile,2
Odisha (OD),Cuttack,food,4
Rajasthan (RJ),Barmer,telecom,3
Rajasthan (RJ),Barmer,tourism,2
Rajasthan (RJ),Barmer,pharmaceutical,5
Rajasthan (RJ),Barmer,automobile,3
Rajasthan (RJ),Barmer,textile,5
Rajasthan (RJ),Barmer,food,4
Tamil Nadu (TN),Cuddalore,telecom,3
Tamil Nadu (TN),Cuddalore,tourism,5
Tamil Nadu (TN),Cuddalore,pharmaceutical,4
Tamil Nadu (TN),Cuddalore,automobile,3
Tamil Nadu (TN),Cuddalore,textile,5
Tamil Nadu (TN),Cuddalore,food,5
Maharashtra (MH),Buldhana,telecom,5
Maharashtra (MH),Buldhana,tourism,5
Maharashtra (MH),Buldhana,pharmaceutical,1
Maharashtra (MH),Buldhana,automobile,2
Maharashtra (MH),Buldhana,textile,2
Maharashtra (MH),Buldhana,food,5
Maharashtra (MH),Beed,telecom,3
Maharashtra (MH),Beed,tourism,3
Maharashtra (MH),Beed,pharmaceutical,5
Maharashtra (MH),Beed,automobile,2
Maharashtra (MH),Beed,textile,4
Maharashtra (MH),Beed,food,5
Rajasthan (RJ),Ajmer,telecom,1
Rajasthan (RJ),Ajmer,tourism,5
Rajasthan (RJ),Ajmer,pharmaceutical,1
Rajasthan (RJ),Ajmer,automobile,5
Rajasthan (RJ),Ajmer,textile,3
Rajasthan (RJ),Ajmer,food,3
Karnataka (KA),Gulbarga,telecom,5
Karnataka (KA),Gulbarga,tourism,4
Karnataka (KA),Gulbarga,pharmaceutical,3
Karnataka (KA),Gulbarga,automobile,1
Karnataka (KA),Gulbarga,textile,1
Karnataka (KA),Gulbarga,food,3
Bihar (BR),Gopalganj,telecom,4
Bihar (BR),Gopalganj,tourism,5
Bihar (BR),Gopalganj,pharmaceutical,2
Bihar (BR),Gopalganj,automobile,5
Bihar (BR),Gopalganj,textile,3
Bihar (BR),Gopalganj,food,1
Uttar Pradesh (UP),Siddharthnagar,telecom,1
Uttar Pradesh (UP),Siddharthnagar,tourism,4
Uttar Pradesh (UP),Siddharthnagar,pharmaceutical,2
Uttar Pradesh (UP),Siddharthnagar,automobile,3
Uttar Pradesh (UP),Siddharthnagar,textile,4
Uttar Pradesh (UP),Siddharthnagar,food,5
Telangana (TS),Nizamabad,telecom,1
Telangana (TS),Nizamabad,tourism,1
Telangana (TS),Nizamabad,pharmaceutical,4
Telangana (TS),Nizamabad,automobile,4
Telangana (TS),Nizamabad,textile,3
Telangana (TS),Nizamabad,food,2
Rajasthan (RJ),Bharatpur,telecom,4
Rajasthan (RJ),Bharatpur,tourism,5
Rajasthan (RJ),Bharatpur,pharmaceutical,2
Rajasthan (RJ),Bharatpur,automobile,5
Rajasthan (RJ),Bharatpur,textile,4
Rajasthan (RJ),Bharatpur,food,4
Uttar Pradesh (UP),Mathura,telecom,1
Uttar Pradesh (UP),Mathura,tourism,1
Uttar Pradesh (UP),Mathura,pharmaceutical,4
Uttar Pradesh (UP),Mathura,automobile,1
Uttar Pradesh (UP),Mathura,textile,2
Uttar Pradesh (UP),Mathura,food,4
Karnataka (KA),Bellary,telecom,2
Karnataka (KA),Bellary,tourism,3
Karnataka (KA),Bellary,pharmaceutical,1
Karnataka (KA),Bellary,automobile,5
Karnataka (KA),Bellary,textile,3
Karnataka (KA),Bellary,food,1
Delhi (DL),West Delhi,telecom,1
Delhi (DL),West Delhi,tourism,1
Delhi (DL),West Delhi,pharmaceutical,5
Delhi (DL),West Delhi,automobile,4
Delhi (DL),West Delhi,textile,4
Delhi (DL),West Delhi,food,2
Kerala (KL),Kannur,telecom,1
Kerala (KL),Kannur,tourism,5
Kerala (KL),Kannur,pharmaceutical,3
Kerala (KL),Kannur,automobile,3
Kerala (KL),Kannur,textile,4
Kerala (KL),Kannur,food,1
Odisha (OD),Mayurbhanj,telecom,3
Odisha (OD),Mayurbhanj,tourism,2
Odisha (OD),Mayurbhanj,pharmaceutical,4
Odisha (OD),Mayurbhanj,automobile,4
Odisha (OD),Mayurbhanj,textile,4
Odisha (OD),Mayurbhanj,food,4
Bihar (BR),Aurangabad,telecom,4
Bihar (BR),Aurangabad,tourism,4
Bihar (BR),Aurangabad,pharmaceutical,2
Bihar (BR),Aurangabad,automobile,3
Bihar (BR),Aurangabad,textile,3
Bihar (BR),Aurangabad,food,4
Uttar Pradesh (UP),Firozabad,telecom,3
Uttar Pradesh (UP),Firozabad,tourism,3
Uttar Pradesh (UP),Firozabad,pharmaceutical,2
Uttar Pradesh (UP),Firozabad,automobile,2
Uttar Pradesh (UP),Firozabad,textile,5
Uttar Pradesh (UP),Firozabad,food,5
Uttar Pradesh (UP),Mirzapur,telecom,5
Uttar Pradesh (UP),Mirzapur,tourism,5
Uttar Pradesh (UP),Mirzapur,pharmaceutical,1
Uttar Pradesh (UP),Mirzapur,automobile,3
Uttar Pradesh (UP),Mirzapur,textile,3
Uttar Pradesh (UP),Mirzapur,food,2
Punjab (PB),Amritsar,telecom,4
Punjab (PB),Amritsar,tourism,3
Punjab (PB),Amritsar,pharmaceutical,4
Punjab (PB),Amritsar,automobile,1
Punjab (PB),Amritsar,textile,3
Punjab (PB),Amritsar,food,2
Tamil Nadu (TN),Tirupur,telecom,3
Tamil Nadu (TN),Tirupur,tourism,2
Tamil Nadu (TN),Tirupur,pharmaceutical,2
Tamil Nadu (TN),Tirupur,automobile,3
Tamil Nadu (TN),Tirupur,textile,1
Tamil Nadu (TN),Tirupur,food,3
Tamil Nadu (TN),Tiruvannamalai,telecom,4
Tamil Nadu (TN),Tiruvannamalai,tourism,1
Tamil Nadu (TN),Tiruvannamalai,pharmaceutical,1
Tamil Nadu (TN),Tiruvannamalai,automobile,3
Tamil Nadu (TN),Tiruvannamalai,textile,4
Tamil Nadu (TN),Tiruvannamalai,food,2
Uttar Pradesh (UP),Faizabad,telecom,4
Uttar Pradesh (UP),Faizabad,tourism,3
Uttar Pradesh (UP),Faizabad,pharmaceutical,2
Uttar Pradesh (UP),Faizabad,automobile,2
Uttar Pradesh (UP),Faizabad,textile,5
Uttar Pradesh (UP),Faizabad,food,5
Uttar Pradesh (UP),Basti,telecom,5
Uttar Pradesh (UP),Basti,tourism,3
Uttar Pradesh (UP),Basti,pharmaceutical,5
Uttar Pradesh (UP),Basti,automobile,3
Uttar Pradesh (UP),Basti,textile,2
Uttar Pradesh (UP),Basti,food,1
Madhya Pradesh (MP),Jabalpur,telecom,4
Madhya Pradesh (MP),Jabalpur,tourism,1
Madhya Pradesh (MP),Jabalpur,pharmaceutical,2
Madhya Pradesh (MP),Jabalpur,automobile,5
Madhya Pradesh (MP),Jabalpur,textile,1
Madhya Pradesh (MP),Jabalpur,food,5
Maharashtra (MH),Latur,telecom,4
Maharashtra (MH),Latur,tourism,1
Maharashtra (MH),Latur,pharmaceutical,5
Maharashtra (MH),Latur,automobile,1
Maharashtra (MH),Latur,textile,5
Maharashtra (MH),Latur,food,4
Jharkhand (JH),Giridih,telecom,3
Jharkhand (JH),Giridih,tourism,5
Jharkhand (JH),Giridih,pharmaceutical,4
Jharkhand (JH),Giridih,automobile,1
Jharkhand (JH),Giridih,textile,1
Jharkhand (JH),Giridih,food,1
Gujarat (GJ),Sabarkantha,telecom,2
Gujarat (GJ),Sabarkantha,tourism,3
Gujarat (GJ),Sabarkantha,pharmaceutical,2
Gujarat (GJ),Sabarkantha,automobile,3
Gujarat (GJ),Sabarkantha,textile,5
Gujarat (GJ),Sabarkantha,food,4
Rajasthan (RJ),Bhilwara,telecom,5
Rajasthan (RJ),Bhilwara,tourism,5
Rajasthan (RJ),Bhilwara,pharmaceutical,4
Rajasthan (RJ),Bhilwara,automobile,5
Rajasthan (RJ),Bhilwara,textile,3
Rajasthan (RJ),Bhilwara,food,5
Tamil Nadu (TN),Thanjavur,telecom,1
Tamil Nadu (TN),Thanjavur,tourism,5
Tamil Nadu (TN),Thanjavur,pharmaceutical,4
Tamil Nadu (TN),Thanjavur,automobile,4
Tamil Nadu (TN),Thanjavur,textile,4
Tamil Nadu (TN),Thanjavur,food,5
Uttar Pradesh (UP),Ambedkar Nagar,telecom,3
Uttar Pradesh (UP),Ambedkar Nagar,tourism,2
Uttar Pradesh (UP),Ambedkar Nagar,pharmaceutical,5
Uttar Pradesh (UP),Ambedkar Nagar,automobile,3
Uttar Pradesh (UP),Ambedkar Nagar,textile,2
Uttar Pradesh (UP),Ambedkar Nagar,food,3
Gujarat (GJ),Panchmahal,telecom,3
Gujarat (GJ),Panchmahal,tourism,5
Gujarat (GJ),Panchmahal,pharmaceutical,4
Gujarat (GJ),Panchmahal,automobile,4
Gujarat (GJ),Panchmahal,textile,3
Gujarat (GJ),Panchmahal,food,1
Uttar Pradesh (UP),Bahraich,telecom,1
Uttar Pradesh (UP),Bahraich,tourism,4
Uttar Pradesh (UP),Bahraich,pharmaceutical,3
Uttar Pradesh (UP),Bahraich,automobile,5
Uttar Pradesh (UP),Bahraich,textile,1
Uttar Pradesh (UP),Bahraich,food,5
Madhya Pradesh (MP),Sagar,telecom,4
Madhya Pradesh (MP),Sagar,tourism,1
Madhya Pradesh (MP),Sagar,pharmaceutical,5
Madhya Pradesh (MP),Sagar,automobile,3
Madhya Pradesh (MP),Sagar,textile,3
Madhya Pradesh (MP),Sagar,food,3
Madhya Pradesh (MP),Bhopal,telecom,1
Madhya Pradesh (MP),Bhopal,tourism,4
Madhya Pradesh (MP),Bhopal,pharmaceutical,1
Madhya Pradesh (MP),Bhopal,automobile,3
Madhya Pradesh (MP),Bhopal,textile,2
Madhya Pradesh (MP),Bhopal,food,4
Rajasthan (RJ),Bikaner,telecom,4
Rajasthan (RJ),Bikaner,tourism,1
Rajasthan (RJ),Bikaner,pharmaceutical,4
Rajasthan (RJ),Bikaner,automobile,2
Rajasthan (RJ),Bikaner,textile,3
Rajasthan (RJ),Bikaner,food,3
Madhya Pradesh (MP),Rewa,telecom,5
Madhya Pradesh (MP),Rewa,tourism,3
Madhya Pradesh (MP),Rewa,pharmaceutical,1
Madhya Pradesh (MP),Rewa,automobile,2
Madhya Pradesh (MP),Rewa,textile,3
Madhya Pradesh (MP),Rewa,food,3
Andhra Pradesh (AP),Vizianagaram,telecom,1
Andhra Pradesh (AP),Vizianagaram,tourism,2
Andhra Pradesh (AP),Vizianagaram,pharmaceutical,2
Andhra Pradesh (AP),Vizianagaram,automobile,1
Andhra Pradesh (AP),Vizianagaram,textile,2
Andhra Pradesh (AP),Vizianagaram,food,1
Uttar Pradesh (UP),Rampur,telecom,2
Uttar Pradesh (UP),Rampur,tourism,5
Uttar Pradesh (UP),Rampur,pharmaceutical,4
Uttar Pradesh (UP),Rampur,automobile,4
Uttar Pradesh (UP),Rampur,textile,1
Uttar Pradesh (UP),Rampur,food,2
Odisha (OD),Balasore,telecom,2
Odisha (OD),Balasore,tourism,4
Odisha (OD),Balasore,pharmaceutical,2
Odisha (OD),Balasore,automobile,4
Odisha (OD),Balasore,textile,2
Odisha (OD),Balasore,food,5
Punjab (PB),Gurdaspur,telecom,5
Punjab (PB),Gurdaspur,tourism,4
Punjab (PB),Gurdaspur,pharmaceutical,4
Punjab (PB),Gurdaspur,automobile,3
Punjab (PB),Gurdaspur,textile,5
Punjab (PB),Gurdaspur,food,5
Gujarat (GJ),Kheda,telecom,1
Gujarat (GJ),Kheda,tourism,3
Gujarat (GJ),Kheda,pharmaceutical,3
Gujarat (GJ),Kheda,automobile,5
Gujarat (GJ),Kheda,textile,3
Gujarat (GJ),Kheda,food,1
Delhi (DL),South West Delhi,telecom,1
Delhi (DL),South West Delhi,tourism,1
Delhi (DL),South West Delhi,pharmaceutical,2
Delhi (DL),South West Delhi,automobile,3
Delhi (DL),South West Delhi,textile,3
Delhi (DL),South West Delhi,food,5
Jharkhand (JH),East Singhbhum,telecom,4
Jharkhand (JH),East Singhbhum,tourism,1
Jharkhand (JH),East Singhbhum,pharmaceutical,1
Jharkhand (JH),East Singhbhum,automobile,1
Jharkhand (JH),East Singhbhum,textile,4
Jharkhand (JH),East Singhbhum,food,1
Tamil Nadu (TN),Erode,telecom,2
Tamil Nadu (TN),Erode,tourism,2
Tamil Nadu (TN),Erode,pharmaceutical,5
Tamil Nadu (TN),Erode,automobile,5
Tamil Nadu (TN),Erode,textile,5
Tamil Nadu (TN),Erode,food,1
Odisha (OD),Khordha,telecom,4
Odisha (OD),Khordha,tourism,4
Odisha (OD),Khordha,pharmaceutical,1
